 connect:0.009568s pretransfer:0.009723s starttransfer:0.014244s total:0.014389
 connect:0.031859s pretransfer:0.031997s starttransfer:0.035649s total:0.035787
 connect:0.031893s pretransfer:0.032072s starttransfer:0.039629s total:0.039927
 connect:0.031259s pretransfer:0.031421s starttransfer:0.035187s total:0.035314
 connect:0.069796s pretransfer:0.070013s starttransfer:0.074720s total:0.074850
 connect:0.034034s pretransfer:0.034184s starttransfer:0.039187s total:0.039358
 connect:0.027676s pretransfer:0.027798s starttransfer:0.031496s total:0.031607
 connect:0.020059s pretransfer:0.020155s starttransfer:0.023124s total:0.023231
 connect:0.023249s pretransfer:0.023368s starttransfer:0.026921s total:0.027081
 connect:0.022335s pretransfer:0.022471s starttransfer:0.025859s total:0.025973
 connect:0.028365s pretransfer:0.028489s starttransfer:0.031807s total:0.031914
 connect:0.036526s pretransfer:0.036696s starttransfer:0.040910s total:0.041039
 connect:0.027772s pretransfer:0.027873s starttransfer:0.031276s total:0.031398
 connect:0.032172s pretransfer:0.032282s starttransfer:0.037958s total:0.038075
 connect:0.146149s pretransfer:0.146265s starttransfer:0.149512s total:0.149631
 connect:0.022380s pretransfer:0.022488s starttransfer:0.028676s total:0.028790
 connect:0.032274s pretransfer:0.032426s starttransfer:0.037149s total:0.037265
 connect:0.030143s pretransfer:0.030250s starttransfer:0.035669s total:0.035785
 connect:0.024736s pretransfer:0.024882s starttransfer:0.029842s total:0.029959
 connect:0.019206s pretransfer:0.019337s starttransfer:0.024582s total:0.024713
 connect:0.024634s pretransfer:0.024756s starttransfer:0.030360s total:0.030500
 connect:0.026297s pretransfer:0.026455s starttransfer:0.032360s total:0.032487
 connect:0.030894s pretransfer:0.031001s starttransfer:0.036391s total:0.036610
 connect:0.030954s pretransfer:0.031109s starttransfer:0.035569s total:0.035687
 connect:0.023811s pretransfer:0.023952s starttransfer:0.027448s total:0.027565
 connect:0.026642s pretransfer:0.026740s starttransfer:0.034836s total:0.034962
 connect:0.031822s pretransfer:0.031948s starttransfer:0.036504s total:0.036646
 connect:0.043661s pretransfer:0.043766s starttransfer:0.048021s total:0.048168
 connect:0.030928s pretransfer:0.031029s starttransfer:0.035390s total:0.035512
 connect:0.037317s pretransfer:0.037447s starttransfer:0.041422s total:0.041534
 connect:0.028863s pretransfer:0.028980s starttransfer:0.036102s total:0.036214
 connect:0.028680s pretransfer:0.028808s starttransfer:0.033654s total:0.033770
 connect:0.029723s pretransfer:0.029832s starttransfer:0.033373s total:0.033497
 connect:0.032672s pretransfer:0.032807s starttransfer:0.037022s total:0.037134
 connect:0.024617s pretransfer:0.024747s starttransfer:0.029114s total:0.029237
 connect:0.023181s pretransfer:0.023302s starttransfer:0.026878s total:0.027013
 connect:0.023883s pretransfer:0.023996s starttransfer:0.027560s total:0.027667
 connect:0.017166s pretransfer:0.017250s starttransfer:0.020570s total:0.020671
 connect:0.020702s pretransfer:0.020809s starttransfer:0.024343s total:0.024444
 connect:0.028500s pretransfer:0.028618s starttransfer:0.032034s total:0.032144
 connect:0.022209s pretransfer:0.022313s starttransfer:0.025742s total:0.025850
 connect:0.019269s pretransfer:0.019388s starttransfer:0.022264s total:0.022371
 connect:0.022885s pretransfer:0.022975s starttransfer:0.026380s total:0.026484
 connect:0.019091s pretransfer:0.019201s starttransfer:0.022419s total:0.022522
 connect:0.023700s pretransfer:0.023837s starttransfer:0.028093s total:0.028243
 connect:0.022450s pretransfer:0.022556s starttransfer:0.025953s total:0.026083
 connect:0.029847s pretransfer:0.029969s starttransfer:0.033149s total:0.033294
 connect:0.027506s pretransfer:0.027646s starttransfer:0.034181s total:0.034300
 connect:0.029719s pretransfer:0.029888s starttransfer:0.034320s total:0.034438
 connect:0.026984s pretransfer:0.027178s starttransfer:0.031542s total:0.031669
 connect:0.021673s pretransfer:0.021770s starttransfer:0.024980s total:0.025110
 connect:0.129994s pretransfer:0.130118s starttransfer:0.133324s total:0.133427
 connect:0.021638s pretransfer:0.021735s starttransfer:0.027164s total:0.027278
 connect:0.029318s pretransfer:0.029461s starttransfer:0.035594s total:0.035727
 connect:0.019212s pretransfer:0.019318s starttransfer:0.025795s total:0.025915
 connect:0.041590s pretransfer:0.041689s starttransfer:0.046216s total:0.046336
 connect:0.020645s pretransfer:0.020772s starttransfer:0.025788s total:0.025905
 connect:0.031523s pretransfer:0.031664s starttransfer:0.037246s total:0.037392
 connect:0.041933s pretransfer:0.042037s starttransfer:0.048408s total:0.048535
 connect:0.031226s pretransfer:0.031349s starttransfer:0.035682s total:0.035821
 connect:0.033917s pretransfer:0.034018s starttransfer:0.041382s total:0.041524
 connect:0.019353s pretransfer:0.019473s starttransfer:0.027776s total:0.027915
 connect:0.049082s pretransfer:0.049182s starttransfer:0.052710s total:0.052840
 connect:0.033690s pretransfer:0.033830s starttransfer:0.043055s total:0.043197
 connect:0.028131s pretransfer:0.028237s starttransfer:0.032615s total:0.032736
 connect:0.034929s pretransfer:0.035066s starttransfer:0.042355s total:0.042470
 connect:0.023789s pretransfer:0.023888s starttransfer:0.030766s total:0.030874
 connect:0.027315s pretransfer:0.027415s starttransfer:0.034447s total:0.034581
 connect:0.023856s pretransfer:0.023957s starttransfer:0.029001s total:0.029110
 connect:0.021632s pretransfer:0.021744s starttransfer:0.026314s total:0.026436
 connect:0.026369s pretransfer:0.026491s starttransfer:0.031655s total:0.031855
 connect:0.034364s pretransfer:0.034501s starttransfer:0.039681s total:0.039796
 connect:0.025176s pretransfer:0.025275s starttransfer:0.030390s total:0.030520
 connect:0.021799s pretransfer:0.021894s starttransfer:0.024910s total:0.025034
 connect:0.020036s pretransfer:0.020167s starttransfer:0.023547s total:0.023657
 connect:0.021840s pretransfer:0.021929s starttransfer:0.025231s total:0.025327
 connect:0.021911s pretransfer:0.022002s starttransfer:0.025456s total:0.025561
 connect:0.016388s pretransfer:0.016511s starttransfer:0.024421s total:0.024529
 connect:0.029750s pretransfer:0.029852s starttransfer:0.032581s total:0.032686
 connect:0.020854s pretransfer:0.020946s starttransfer:0.024231s total:0.024329
 connect:0.026277s pretransfer:0.026363s starttransfer:0.029716s total:0.029846
 connect:0.019600s pretransfer:0.019683s starttransfer:0.024026s total:0.024137
 connect:0.019290s pretransfer:0.019405s starttransfer:0.022919s total:0.023052
 connect:0.021794s pretransfer:0.021901s starttransfer:0.025434s total:0.025536
 connect:0.025434s pretransfer:0.025551s starttransfer:0.029200s total:0.029318
 connect:0.025998s pretransfer:0.026142s starttransfer:0.029449s total:0.029560
 connect:0.041810s pretransfer:0.042155s starttransfer:0.048622s total:0.048789
 connect:0.048737s pretransfer:0.048878s starttransfer:0.054012s total:0.054158
 connect:0.043364s pretransfer:0.043523s starttransfer:0.048935s total:0.049095
 connect:0.062218s pretransfer:0.062329s starttransfer:0.072685s total:0.072898
 connect:0.028536s pretransfer:0.028661s starttransfer:0.034199s total:0.034327
 connect:0.036332s pretransfer:0.036914s starttransfer:0.050058s total:0.050217
 connect:0.058362s pretransfer:0.058508s starttransfer:0.067905s total:0.068038
 connect:0.038842s pretransfer:0.038981s starttransfer:0.046130s total:0.046286
 connect:0.051475s pretransfer:0.051623s starttransfer:0.064502s total:0.064755
 connect:0.070304s pretransfer:0.070631s starttransfer:0.081212s total:0.081347
 connect:0.054515s pretransfer:0.055193s starttransfer:0.083885s total:0.084259
 connect:0.034580s pretransfer:0.034720s starttransfer:0.044993s total:0.045242
 connect:0.037335s pretransfer:0.037525s starttransfer:0.049494s total:0.049685
 connect:0.034152s pretransfer:0.034289s starttransfer:0.038442s total:0.038626
 connect:0.053091s pretransfer:0.053231s starttransfer:0.057415s total:0.057559
 connect:0.071982s pretransfer:0.072201s starttransfer:0.083889s total:0.084078
 connect:0.035970s pretransfer:0.036170s starttransfer:0.052169s total:0.052488
 connect:0.042700s pretransfer:0.042898s starttransfer:0.052408s total:0.052589
 connect:0.029288s pretransfer:0.029416s starttransfer:0.041506s total:0.041665
 connect:0.038494s pretransfer:0.038730s starttransfer:0.049137s total:0.049298
 connect:0.041138s pretransfer:0.041273s starttransfer:0.049704s total:0.049861
 connect:0.042571s pretransfer:0.042775s starttransfer:0.050058s total:0.050213
 connect:0.038766s pretransfer:0.039185s starttransfer:0.048885s total:0.049010
 connect:0.028154s pretransfer:0.028317s starttransfer:0.040909s total:0.041107
 connect:0.038640s pretransfer:0.038758s starttransfer:0.043455s total:0.043580
 connect:0.045326s pretransfer:0.045483s starttransfer:0.050300s total:0.050430
 connect:0.024553s pretransfer:0.024661s starttransfer:0.028794s total:0.028944
 connect:0.026758s pretransfer:0.026856s starttransfer:0.031628s total:0.031773
 connect:0.031607s pretransfer:0.031732s starttransfer:0.036165s total:0.036315
 connect:0.024076s pretransfer:0.024161s starttransfer:0.030830s total:0.031018
 connect:0.031981s pretransfer:0.032108s starttransfer:0.036141s total:0.036256
 connect:0.026082s pretransfer:0.026201s starttransfer:0.033112s total:0.033242
 connect:0.042575s pretransfer:0.042682s starttransfer:0.046228s total:0.046415
 connect:0.032852s pretransfer:0.032963s starttransfer:0.037401s total:0.037561
 connect:0.030441s pretransfer:0.030575s starttransfer:0.034455s total:0.034589
 connect:0.018547s pretransfer:0.018678s starttransfer:0.026004s total:0.026139
 connect:0.035795s pretransfer:0.035956s starttransfer:0.040100s total:0.040215
 connect:0.018835s pretransfer:0.018987s starttransfer:0.024534s total:0.024677
 connect:0.022547s pretransfer:0.022886s starttransfer:0.037388s total:0.037520
 connect:0.166379s pretransfer:0.166546s starttransfer:0.173260s total:0.173470
 connect:0.043193s pretransfer:0.043354s starttransfer:0.049066s total:0.049234
 connect:0.029282s pretransfer:0.029428s starttransfer:0.034716s total:0.034880
 connect:0.034490s pretransfer:0.035134s starttransfer:0.042572s total:0.042778
 connect:0.038343s pretransfer:0.038883s starttransfer:0.043074s total:0.043242
 connect:0.043695s pretransfer:0.043843s starttransfer:0.047117s total:0.047248
 connect:0.044232s pretransfer:0.044374s starttransfer:0.049148s total:0.049295
 connect:0.043205s pretransfer:0.043349s starttransfer:0.049777s total:0.049914
 connect:0.038700s pretransfer:0.038792s starttransfer:0.052453s total:0.052583
 connect:0.042751s pretransfer:0.042887s starttransfer:0.054938s total:0.055151
 connect:0.044795s pretransfer:0.044950s starttransfer:0.055394s total:0.055644
 connect:0.028329s pretransfer:0.028454s starttransfer:0.033681s total:0.033817
 connect:0.032066s pretransfer:0.032214s starttransfer:0.035594s total:0.035719
 connect:0.041853s pretransfer:0.041997s starttransfer:0.047402s total:0.048630
 connect:0.026530s pretransfer:0.026641s starttransfer:0.030545s total:0.030674
 connect:0.035899s pretransfer:0.036131s starttransfer:0.043331s total:0.043535
 connect:0.041708s pretransfer:0.041836s starttransfer:0.046188s total:0.046389
 connect:0.025183s pretransfer:0.025316s starttransfer:0.030746s total:0.030894
 connect:0.031875s pretransfer:0.032053s starttransfer:0.039883s total:0.040627
 connect:0.043580s pretransfer:0.043724s starttransfer:0.047675s total:0.047905
 connect:0.035989s pretransfer:0.036162s starttransfer:0.054382s total:0.054543
 connect:0.036016s pretransfer:0.036164s starttransfer:0.041298s total:0.041427
 connect:0.026406s pretransfer:0.026535s starttransfer:0.031023s total:0.031167
 connect:0.027262s pretransfer:0.027402s starttransfer:0.034668s total:0.034795
 connect:0.031014s pretransfer:0.031128s starttransfer:0.038742s total:0.038896
 connect:0.025147s pretransfer:0.025279s starttransfer:0.034750s total:0.034857
 connect:0.040672s pretransfer:0.040879s starttransfer:0.045376s total:0.045489
 connect:0.031720s pretransfer:0.031882s starttransfer:0.035955s total:0.036088
 connect:0.029964s pretransfer:0.030056s starttransfer:0.033838s total:0.033948
 connect:0.027032s pretransfer:0.027122s starttransfer:0.031600s total:0.031723
 connect:0.027853s pretransfer:0.027995s starttransfer:0.033924s total:0.034091
 connect:0.023776s pretransfer:0.023901s starttransfer:0.029655s total:0.029792
 connect:0.040799s pretransfer:0.040934s starttransfer:0.046926s total:0.047069
 connect:0.021151s pretransfer:0.021284s starttransfer:0.025288s total:0.025400
 connect:0.024070s pretransfer:0.024179s starttransfer:0.031913s total:0.032021
 connect:0.033240s pretransfer:0.033371s starttransfer:0.038664s total:0.038775
 connect:0.034256s pretransfer:0.034479s starttransfer:0.039650s total:0.039793
 connect:0.035149s pretransfer:0.035248s starttransfer:0.041388s total:0.041559
 connect:0.068340s pretransfer:0.069615s starttransfer:0.079650s total:0.080064
 connect:0.165576s pretransfer:0.165662s starttransfer:0.171745s total:0.172016
 connect:0.033662s pretransfer:0.033998s starttransfer:0.041599s total:0.041793
 connect:0.028843s pretransfer:0.028993s starttransfer:0.035481s total:0.035639
 connect:0.057407s pretransfer:0.058236s starttransfer:0.064867s total:0.065047
 connect:0.031727s pretransfer:0.031977s starttransfer:0.039424s total:0.039557
 connect:0.042436s pretransfer:0.042578s starttransfer:0.046737s total:0.046862
 connect:0.037883s pretransfer:0.038032s starttransfer:0.045938s total:0.046254
 connect:0.042634s pretransfer:0.042809s starttransfer:0.049754s total:0.049878
 connect:0.033322s pretransfer:0.033472s starttransfer:0.040631s total:0.040770
 connect:0.032867s pretransfer:0.032984s starttransfer:0.039528s total:0.039654
 connect:0.037190s pretransfer:0.037303s starttransfer:0.042088s total:0.042219
 connect:0.020750s pretransfer:0.020852s starttransfer:0.026304s total:0.026449
 connect:0.033342s pretransfer:0.033469s starttransfer:0.039528s total:0.039699
 connect:0.051234s pretransfer:0.051378s starttransfer:0.064133s total:0.064294
 connect:0.036645s pretransfer:0.036819s starttransfer:0.048350s total:0.048588
 connect:0.025703s pretransfer:0.025857s starttransfer:0.033825s total:0.033947
 connect:0.034222s pretransfer:0.034365s starttransfer:0.041948s total:0.042082
 connect:0.036030s pretransfer:0.036204s starttransfer:0.045212s total:0.045346
 connect:0.029568s pretransfer:0.029707s starttransfer:0.037274s total:0.037447
 connect:0.036401s pretransfer:0.036576s starttransfer:0.045797s total:0.045954
 connect:0.033098s pretransfer:0.033375s starttransfer:0.042207s total:0.042493
 connect:0.027867s pretransfer:0.027972s starttransfer:0.035726s total:0.035851
 connect:0.032790s pretransfer:0.032911s starttransfer:0.038804s total:0.038946
 connect:0.026554s pretransfer:0.027055s starttransfer:0.034587s total:0.034736
 connect:0.028723s pretransfer:0.028904s starttransfer:0.033479s total:0.033616
 connect:0.026511s pretransfer:0.026613s starttransfer:0.032005s total:0.032146
 connect:0.020395s pretransfer:0.020512s starttransfer:0.026197s total:0.026422
 connect:0.031740s pretransfer:0.031838s starttransfer:0.035525s total:0.035641
 connect:0.025172s pretransfer:0.025267s starttransfer:0.034236s total:0.034343
 connect:0.026099s pretransfer:0.026224s starttransfer:0.031724s total:0.031876
 connect:0.032861s pretransfer:0.033131s starttransfer:0.037441s total:0.037619
 connect:0.038534s pretransfer:0.038673s starttransfer:0.043208s total:0.043354
 connect:0.026909s pretransfer:0.027036s starttransfer:0.031096s total:0.031231
