 connect:0.129181s pretransfer:0.129270s starttransfer:0.194627s total:0.194673
 connect:0.032746s pretransfer:0.032878s starttransfer:0.043709s total:0.043793
 connect:0.046502s pretransfer:0.046664s starttransfer:0.059001s total:0.059087
 connect:0.050949s pretransfer:0.051157s starttransfer:0.079655s total:0.079741
 connect:0.048023s pretransfer:0.048235s starttransfer:0.065942s total:0.066030
 connect:0.052448s pretransfer:0.052622s starttransfer:0.076937s total:0.077047
 connect:0.033726s pretransfer:0.033944s starttransfer:0.051332s total:0.051408
 connect:0.041575s pretransfer:0.041720s starttransfer:0.053751s total:0.053895
 connect:0.047018s pretransfer:0.047244s starttransfer:0.059235s total:0.059299
 connect:0.044407s pretransfer:0.044590s starttransfer:0.057662s total:0.057786
 connect:0.054020s pretransfer:0.054218s starttransfer:0.072477s total:0.072623
 connect:0.032520s pretransfer:0.032736s starttransfer:0.052490s total:0.052604
 connect:0.057259s pretransfer:0.057434s starttransfer:0.077636s total:0.077782
 connect:0.041975s pretransfer:0.042194s starttransfer:0.054789s total:0.054880
 connect:0.036382s pretransfer:0.036517s starttransfer:0.051162s total:0.051296
 connect:0.041176s pretransfer:0.041433s starttransfer:0.052195s total:0.052286
 connect:0.054592s pretransfer:0.054876s starttransfer:0.067958s total:0.068026
 connect:0.047463s pretransfer:0.047622s starttransfer:0.061032s total:0.061105
 connect:0.035011s pretransfer:0.035284s starttransfer:0.047942s total:0.048046
 connect:0.032473s pretransfer:0.032696s starttransfer:0.049189s total:0.049298
 connect:0.034795s pretransfer:0.035010s starttransfer:0.052876s total:0.053045
 connect:0.047424s pretransfer:0.047871s starttransfer:0.062639s total:0.062709
 connect:0.022189s pretransfer:0.022316s starttransfer:0.029672s total:0.029740
 connect:0.036954s pretransfer:0.037210s starttransfer:0.049619s total:0.049676
 connect:0.039993s pretransfer:0.040140s starttransfer:0.046919s total:0.046999
 connect:0.038088s pretransfer:0.038334s starttransfer:0.056689s total:0.056795
 connect:0.029599s pretransfer:0.029742s starttransfer:0.046655s total:0.046804
 connect:0.040865s pretransfer:0.041114s starttransfer:0.050642s total:0.050731
 connect:0.041024s pretransfer:0.041136s starttransfer:0.050781s total:0.050858
 connect:0.026555s pretransfer:0.026733s starttransfer:0.049486s total:0.049668
 connect:0.032113s pretransfer:0.032394s starttransfer:0.045272s total:0.045366
 connect:0.043770s pretransfer:0.043916s starttransfer:0.057680s total:0.057760
 connect:0.028132s pretransfer:0.028307s starttransfer:0.038896s total:0.038981
 connect:0.029987s pretransfer:0.030098s starttransfer:0.039271s total:0.039338
 connect:0.033709s pretransfer:0.033845s starttransfer:0.044360s total:0.044429
 connect:0.035652s pretransfer:0.035806s starttransfer:0.051259s total:0.051373
 connect:0.046319s pretransfer:0.046435s starttransfer:0.053820s total:0.053890
 connect:0.037530s pretransfer:0.037714s starttransfer:0.048652s total:0.048731
 connect:0.065015s pretransfer:0.065482s starttransfer:0.080385s total:0.080460
 connect:0.046724s pretransfer:0.046883s starttransfer:0.064430s total:0.064491
 connect:0.048034s pretransfer:0.048223s starttransfer:0.064100s total:0.064235
 connect:0.036415s pretransfer:0.036544s starttransfer:0.050967s total:0.051046
 connect:0.033925s pretransfer:0.034078s starttransfer:0.054763s total:0.054859
 connect:0.038428s pretransfer:0.038621s starttransfer:0.048791s total:0.048961
 connect:0.044786s pretransfer:0.044976s starttransfer:0.056364s total:0.056461
 connect:0.053973s pretransfer:0.054169s starttransfer:0.070895s total:0.070971
 connect:0.021758s pretransfer:0.021954s starttransfer:0.033872s total:0.033932
 connect:0.039413s pretransfer:0.039679s starttransfer:0.053105s total:0.053183
 connect:0.028989s pretransfer:0.029348s starttransfer:0.052883s total:0.052943
 connect:0.042978s pretransfer:0.043168s starttransfer:0.054866s total:0.054976
 connect:0.027299s pretransfer:0.027451s starttransfer:0.044810s total:0.044898
 connect:0.042848s pretransfer:0.043179s starttransfer:0.054260s total:0.054320
 connect:0.043065s pretransfer:0.043227s starttransfer:0.054374s total:0.054433
 connect:0.034513s pretransfer:0.034656s starttransfer:0.045895s total:0.045957
 connect:0.031491s pretransfer:0.031781s starttransfer:0.042809s total:0.042871
 connect:0.048051s pretransfer:0.048163s starttransfer:0.056271s total:0.056430
 connect:0.030373s pretransfer:0.030523s starttransfer:0.040502s total:0.040597
 connect:0.032391s pretransfer:0.032564s starttransfer:0.042190s total:0.042255
 connect:0.049398s pretransfer:0.049564s starttransfer:0.060975s total:0.061097
 connect:0.029558s pretransfer:0.029839s starttransfer:0.040449s total:0.040508
 connect:0.028816s pretransfer:0.029012s starttransfer:0.036157s total:0.036227
 connect:0.029908s pretransfer:0.030013s starttransfer:0.042427s total:0.042498
 connect:0.027359s pretransfer:0.027575s starttransfer:0.034595s total:0.034654
 connect:0.030022s pretransfer:0.030118s starttransfer:0.039408s total:0.039478
 connect:0.045625s pretransfer:0.045766s starttransfer:0.056576s total:0.056634
 connect:0.041547s pretransfer:0.041648s starttransfer:0.048789s total:0.048844
 connect:0.027129s pretransfer:0.027468s starttransfer:0.036545s total:0.036596
 connect:0.025200s pretransfer:0.025325s starttransfer:0.034523s total:0.034671
 connect:0.026575s pretransfer:0.026714s starttransfer:0.034961s total:0.035030
 connect:0.025146s pretransfer:0.025471s starttransfer:0.037842s total:0.037898
 connect:0.043557s pretransfer:0.043727s starttransfer:0.052071s total:0.052133
 connect:0.032060s pretransfer:0.032167s starttransfer:0.038745s total:0.038798
 connect:0.033003s pretransfer:0.033149s starttransfer:0.046463s total:0.046556
 connect:0.032392s pretransfer:0.032549s starttransfer:0.048581s total:0.048653
 connect:0.046473s pretransfer:0.046603s starttransfer:0.057475s total:0.057537
 connect:0.031246s pretransfer:0.031637s starttransfer:0.047078s total:0.047178
 connect:0.048273s pretransfer:0.048485s starttransfer:0.060242s total:0.060339
 connect:0.069477s pretransfer:0.069640s starttransfer:0.084283s total:0.084401
 connect:0.046393s pretransfer:0.046540s starttransfer:0.057805s total:0.057890
 connect:0.035240s pretransfer:0.035398s starttransfer:0.047946s total:0.048024
 connect:0.028539s pretransfer:0.028710s starttransfer:0.039939s total:0.040065
 connect:0.036746s pretransfer:0.036880s starttransfer:0.052987s total:0.053060
 connect:0.054469s pretransfer:0.054603s starttransfer:0.065250s total:0.065350
 connect:0.030672s pretransfer:0.031141s starttransfer:0.044519s total:0.044576
 connect:0.022405s pretransfer:0.022561s starttransfer:0.031413s total:0.031480
 connect:0.043410s pretransfer:0.043685s starttransfer:0.055873s total:0.055967
 connect:0.035512s pretransfer:0.035667s starttransfer:0.047345s total:0.047420
 connect:0.044720s pretransfer:0.044877s starttransfer:0.053010s total:0.053081
 connect:0.030438s pretransfer:0.030610s starttransfer:0.044656s total:0.044842
 connect:0.029935s pretransfer:0.030651s starttransfer:0.041632s total:0.041705
 connect:0.033944s pretransfer:0.034102s starttransfer:0.045819s total:0.045904
 connect:0.030810s pretransfer:0.030911s starttransfer:0.039133s total:0.039190
 connect:0.036228s pretransfer:0.036407s starttransfer:0.045599s total:0.045733
 connect:0.038661s pretransfer:0.038771s starttransfer:0.049671s total:0.049751
 connect:0.043429s pretransfer:0.043596s starttransfer:0.054793s total:0.054865
 connect:0.033280s pretransfer:0.033428s starttransfer:0.043118s total:0.043176
 connect:0.041446s pretransfer:0.041560s starttransfer:0.049503s total:0.049566
 connect:0.022607s pretransfer:0.022735s starttransfer:0.031786s total:0.031849
 connect:0.051128s pretransfer:0.051426s starttransfer:0.058907s total:0.058964
 connect:0.086267s pretransfer:0.086374s starttransfer:0.093616s total:0.093681
 connect:0.032558s pretransfer:0.032747s starttransfer:0.039729s total:0.039786
 connect:0.031176s pretransfer:0.031303s starttransfer:0.039528s total:0.039602
 connect:0.037165s pretransfer:0.037324s starttransfer:0.045484s total:0.045552
 connect:0.009507s pretransfer:0.009662s starttransfer:0.017206s total:0.017276
 connect:0.028608s pretransfer:0.028723s starttransfer:0.042651s total:0.042720
 connect:0.029384s pretransfer:0.029497s starttransfer:0.037356s total:0.037413
 connect:0.158719s pretransfer:0.158859s starttransfer:0.168671s total:0.168730
 connect:0.037230s pretransfer:0.037370s starttransfer:0.044745s total:0.044823
 connect:0.030098s pretransfer:0.030240s starttransfer:0.043348s total:0.043419
 connect:0.026212s pretransfer:0.026440s starttransfer:0.044133s total:0.044237
 connect:0.033929s pretransfer:0.034128s starttransfer:0.044075s total:0.044144
 connect:0.041350s pretransfer:0.041575s starttransfer:0.049980s total:0.050039
 connect:0.036648s pretransfer:0.036827s starttransfer:0.047470s total:0.047559
 connect:0.022910s pretransfer:0.023076s starttransfer:0.033217s total:0.033277
 connect:0.037366s pretransfer:0.037519s starttransfer:0.047282s total:0.047401
 connect:0.031273s pretransfer:0.031432s starttransfer:0.041572s total:0.041633
 connect:0.026763s pretransfer:0.026915s starttransfer:0.038994s total:0.039127
 connect:0.029029s pretransfer:0.029425s starttransfer:0.042272s total:0.042357
 connect:0.029523s pretransfer:0.029779s starttransfer:0.047076s total:0.047144
 connect:0.036626s pretransfer:0.036795s starttransfer:0.051220s total:0.051278
 connect:0.034812s pretransfer:0.035015s starttransfer:0.047191s total:0.047249
 connect:0.032376s pretransfer:0.032587s starttransfer:0.047748s total:0.047807
 connect:0.032576s pretransfer:0.032748s starttransfer:0.041790s total:0.041857
 connect:0.043937s pretransfer:0.044385s starttransfer:0.057350s total:0.057412
 connect:0.038605s pretransfer:0.038740s starttransfer:0.049045s total:0.049124
 connect:0.040056s pretransfer:0.040366s starttransfer:0.050888s total:0.050951
 connect:0.041042s pretransfer:0.041188s starttransfer:0.050842s total:0.050916
 connect:0.040651s pretransfer:0.040892s starttransfer:0.054396s total:0.054467
 connect:0.038474s pretransfer:0.038662s starttransfer:0.049336s total:0.049395
 connect:0.030543s pretransfer:0.030743s starttransfer:0.042491s total:0.042559
 connect:0.028606s pretransfer:0.028724s starttransfer:0.039440s total:0.039494
 connect:0.026194s pretransfer:0.026457s starttransfer:0.035201s total:0.035263
 connect:0.034083s pretransfer:0.034214s starttransfer:0.042768s total:0.042891
 connect:0.031892s pretransfer:0.032020s starttransfer:0.039163s total:0.039214
 connect:0.033781s pretransfer:0.033896s starttransfer:0.042622s total:0.042719
 connect:0.032572s pretransfer:0.032746s starttransfer:0.049051s total:0.049109
 connect:0.021958s pretransfer:0.022206s starttransfer:0.029144s total:0.029194
 connect:0.015341s pretransfer:0.015497s starttransfer:0.023326s total:0.023391
 connect:0.037662s pretransfer:0.037839s starttransfer:0.047395s total:0.047462
 connect:0.025675s pretransfer:0.025807s starttransfer:0.036777s total:0.036835
 connect:0.027249s pretransfer:0.027350s starttransfer:0.034897s total:0.034952
 connect:0.029552s pretransfer:0.029852s starttransfer:0.037617s total:0.037701
 connect:0.036010s pretransfer:0.036130s starttransfer:0.043464s total:0.043515
 connect:0.022256s pretransfer:0.022363s starttransfer:0.034525s total:0.034575
 connect:0.036956s pretransfer:0.037115s starttransfer:0.045285s total:0.045361
 connect:0.022032s pretransfer:0.022154s starttransfer:0.030860s total:0.030956
 connect:0.023756s pretransfer:0.023868s starttransfer:0.034016s total:0.034075
 connect:0.167304s pretransfer:0.167400s starttransfer:0.175867s total:0.175943
 connect:0.033368s pretransfer:0.033519s starttransfer:0.043193s total:0.043267
 connect:0.061402s pretransfer:0.061557s starttransfer:0.076180s total:0.076238
 connect:0.055835s pretransfer:0.055955s starttransfer:0.071294s total:0.071420
 connect:0.030163s pretransfer:0.030325s starttransfer:0.041877s total:0.041956
 connect:0.037445s pretransfer:0.037624s starttransfer:0.053584s total:0.053649
 connect:0.041167s pretransfer:0.041288s starttransfer:0.049102s total:0.049171
 connect:0.030649s pretransfer:0.030821s starttransfer:0.040840s total:0.040922
 connect:0.040702s pretransfer:0.040822s starttransfer:0.049935s total:0.050010
 connect:0.050204s pretransfer:0.050430s starttransfer:0.062167s total:0.062221
 connect:0.033750s pretransfer:0.033908s starttransfer:0.053351s total:0.053408
 connect:0.036123s pretransfer:0.036386s starttransfer:0.046598s total:0.046708
 connect:0.030760s pretransfer:0.031044s starttransfer:0.041072s total:0.041137
 connect:0.045182s pretransfer:0.045331s starttransfer:0.054755s total:0.054819
 connect:0.037812s pretransfer:0.037976s starttransfer:0.052735s total:0.052809
 connect:0.039054s pretransfer:0.039220s starttransfer:0.049611s total:0.049688
 connect:0.037873s pretransfer:0.038010s starttransfer:0.050169s total:0.050240
 connect:0.029449s pretransfer:0.029617s starttransfer:0.038614s total:0.038688
 connect:0.040466s pretransfer:0.040635s starttransfer:0.055343s total:0.055423
 connect:0.029257s pretransfer:0.029395s starttransfer:0.046562s total:0.046621
 connect:0.045104s pretransfer:0.045249s starttransfer:0.055189s total:0.055253
 connect:0.029358s pretransfer:0.029468s starttransfer:0.039383s total:0.039554
 connect:0.038852s pretransfer:0.038998s starttransfer:0.052193s total:0.052278
 connect:0.053722s pretransfer:0.053983s starttransfer:0.064141s total:0.064216
 connect:0.030289s pretransfer:0.030402s starttransfer:0.039918s total:0.039972
 connect:0.030157s pretransfer:0.030273s starttransfer:0.037602s total:0.037663
 connect:0.031188s pretransfer:0.031303s starttransfer:0.038767s total:0.038820
 connect:0.022379s pretransfer:0.022521s starttransfer:0.030946s total:0.031019
 connect:0.029640s pretransfer:0.029752s starttransfer:0.038379s total:0.038436
 connect:0.034869s pretransfer:0.035008s starttransfer:0.048846s total:0.048918
 connect:0.030957s pretransfer:0.031098s starttransfer:0.039913s total:0.039968
 connect:0.025330s pretransfer:0.025437s starttransfer:0.036608s total:0.036679
 connect:0.039284s pretransfer:0.039497s starttransfer:0.047872s total:0.047938
 connect:0.029488s pretransfer:0.029644s starttransfer:0.036803s total:0.036870
 connect:0.025521s pretransfer:0.025687s starttransfer:0.034263s total:0.034321
 connect:0.033137s pretransfer:0.033226s starttransfer:0.040313s total:0.040370
 connect:0.037963s pretransfer:0.038073s starttransfer:0.052853s total:0.052907
 connect:0.031506s pretransfer:0.031631s starttransfer:0.039015s total:0.039090
 connect:0.036825s pretransfer:0.036964s starttransfer:0.050541s total:0.050607
 connect:0.037251s pretransfer:0.037347s starttransfer:0.048664s total:0.048722
 connect:0.033853s pretransfer:0.033962s starttransfer:0.048246s total:0.048313
 connect:0.042523s pretransfer:0.042681s starttransfer:0.055191s total:0.055264
 connect:0.032057s pretransfer:0.032213s starttransfer:0.045944s total:0.046000
 connect:0.043781s pretransfer:0.043899s starttransfer:0.055095s total:0.055164
 connect:0.031249s pretransfer:0.031450s starttransfer:0.047328s total:0.047408
 connect:0.040586s pretransfer:0.040705s starttransfer:0.051078s total:0.051149
 connect:0.033079s pretransfer:0.033216s starttransfer:0.049673s total:0.049741
 connect:0.023590s pretransfer:0.023770s starttransfer:0.034198s total:0.034269
 connect:0.049194s pretransfer:0.049336s starttransfer:0.059043s total:0.059147
 connect:0.049456s pretransfer:0.049595s starttransfer:0.061341s total:0.061399
